publication_ID	author_ID	OpenAlex_Author_ID	author_name_display_clean	author_name_full	Institution	OpenAlex_Institution_ID	ROR	Type	Affiliation	Second_Institution	Second_OpenAlex_Institution_ID	Second_ROR	Second_Type	Second_Affiliation	Third_Institution	Third_OpenAlex_Institution_ID	Third_ROR	Third_Type	Third_Affiliation	Fourth_Institution	Fourth_OpenAlex_Institution_ID	Fourth_ROR	Fourth_Type	Fourth_Affiliation	Fifth_Institution	Fifth_OpenAlex_Institution_ID	Fifth_ROR	Fifth_Type	Fifth_Affiliation	Sixth_Institution	Sixth_OpenAlex_Institution_ID	Sixth_ROR	Sixth_Type	Sixth_Affiliation	Seventh_Institution	Seventh_OpenAlex_Institution_ID	Seventh_ROR	Seventh_Type	Seventh_Affiliation	Eighth_Institution	Eighth_OpenAlex_Institution_ID	Eighth_ROR	Eighth_Type	Eighth_Affiliation	Ninth_Institution	Ninth_OpenAlex_Institution_ID	Ninth_ROR	Ninth_Type	Ninth_Affiliation	Tenth_Institution	Tenth_OpenAlex_Institution_ID	Tenth_ROR	Tenth_Type	Tenth_Affiliation	Eleventh_Institution	Eleventh_OpenAlex_Institution_ID	Eleventh_ROR	Eleventh_Type	Eleventh_Affiliation	Twelfth_Institution	Twelfth_OpenAlex_Institution_ID	Twelfth_ROR	Twelfth_Type	Twelfth_Affiliation	Thirteenth_Institution	Thirteenth_OpenAlex_Institution_ID	Thirteenth_ROR	Thirteenth_Type	Thirteenth_Affiliation	Fourteenth_Institution	Fourteenth_OpenAlex_Institution_ID	Fourteenth_ROR	Fourteenth_Type	Fourteenth_Affiliation
PA_PUB_0055039	PA_AUTH_0029026	https://openalex.org/A5035610510	Melinda Ratkai	Melinda Ratkai (Melinda Ratkai)	Universidad de Huelva	https://openalex.org/I78880903	https://ror.org/03a1kt624	education	"Universidad de Huelva, Spain"																																																																	
PA_PUB_0053146	PA_AUTH_0025248	https://openalex.org/A5030969691	Mirko Noordegraaf	Mirko Noordegraaf (Mirko Noordegraaf)	Altrecht GGZ	https://openalex.org/I4210154893	https://ror.org/050jqep38	healthcare	"#N# 1Utrecht University, Netherlands"	Utrecht University	https://openalex.org/I193662353	https://ror.org/04pp8hn57	education																																																													
PA_PUB_0054640	PA_AUTH_0055495	https://openalex.org/A5068296853	Gjalt de Graaf	Gjalt de Graaf (Gjalt de Graaf)					"#N# 1VU University, Amsterdam, the Netherlands"																																																																	
PA_PUB_0054640	PA_AUTH_0037010	https://openalex.org/A5045507185	L.W.J.C. Huberts	L.W.J.C. Huberts (Leo Huberts)					"#N# 1VU University, Amsterdam, the Netherlands"																																																																	
PA_PUB_0054640	PA_AUTH_0007215	https://openalex.org/A5008615316	Remco Smulders	Remco Smulders (Remco Smulders)					"#N# 1VU University, Amsterdam, the Netherlands"																																																																	
PA_PUB_0060183	PA_AUTH_0016866	https://openalex.org/A5020629618	Sebawit G. Bishu	Sebawit G. Bishu (Sebawit G. Bishu)	Florida International University	https://openalex.org/I19700959	https://ror.org/02gz6gg07	education	"Florida International University, Miami, USA"																																																																	
PA_PUB_0060183	PA_AUTH_0011415	https://openalex.org/A5013812130	Mohamad G. Alkadry	Mohamad G. Alkadry (Mohamad G. Alkadry)	Florida International University	https://openalex.org/I19700959	https://ror.org/02gz6gg07	education	"Florida International University, Miami, USA"																																																																	
PA_PUB_0054392	PA_AUTH_0008096	https://openalex.org/A5009706429	Kevin C. Desouza	Kevin C. Desouza (Kevin C. Desouza)	Arizona State University	https://openalex.org/I55732556	https://ror.org/03efmqc40	education	"#N# 1Arizona State University, Phoenix, AZ, USA"	Phoenix (United States)	https://openalex.org/I4210104856	https://ror.org/01ggenr10	company																																																													
PA_PUB_0054392	PA_AUTH_0045269	https://openalex.org/A5055681851	Benoy Jacob	Benoy Jacob (Benoy Jacob)	University of Colorado Denver	https://openalex.org/I921990950	https://ror.org/02hh7en24	education	"#N# 2University of Colorado, Denver, CO, USA"																																																																	
PA_PUB_0020794	PA_AUTH_0081684	https://openalex.org/A5109808793	Laurence J. O’Toole	Laurence J. O’Toole (Laurence J. O'Toole)					"University of Georgia,"																																																																	
PA_PUB_0045777	PA_AUTH_0010138	https://openalex.org/A5012284849	Lori A. Brainard	Lori A. Brainard (Lori A. Brainard)	George Washington University	https://openalex.org/I193531525	https://ror.org/00y4zzh67	education	"The George Washington University, Washington, D. C.,"																																																																	
PA_PUB_0045777	PA_AUTH_0062943	https://openalex.org/A5077426702	John G. McNutt	John G. McNutt (John G. McNutt)	University of Delaware	https://openalex.org/I86501945	https://ror.org/01sbq1a82	education	"University of Delaware, Newark"																																																																	
PA_PUB_0046592	PA_AUTH_0011620	https://openalex.org/A5014082327	Thomas Schillemans	Thomas Schillemans (Thomas Schillemans)	Utrecht University	https://openalex.org/I193662353	https://ror.org/04pp8hn57	education	"Utrecht University, Utrecht, Netherlands"																																																																	
